"poll_codi","contaminant","data","Concentration","dt_h"
28,"H2S",2019-01-23 06:00:00,2,18454
28,"H2S",2019-01-23 07:00:00,2,18455
28,"H2S",2019-01-23 08:00:00,2.2,18456
28,"H2S",2019-01-23 09:00:00,2,18457
28,"H2S",2019-01-23 10:00:00,2.5,18458
28,"H2S",2019-01-23 11:00:00,2.3,18459
28,"H2S",2019-01-23 12:00:00,2.2,18460
28,"H2S",2019-01-23 13:00:00,2.3,18461
28,"H2S",2019-01-23 14:00:00,2,18462
28,"H2S",2019-01-23 15:00:00,2.3,18463
28,"H2S",2019-01-23 16:00:00,2.2,18464
28,"H2S",2019-01-23 17:00:00,2,18465
28,"H2S",2019-01-23 18:00:00,2,18466
28,"H2S",2019-01-23 19:00:00,2.5,18467
28,"H2S",2019-01-23 20:00:00,2.2,18468
28,"H2S",2019-01-23 21:00:00,2.3,18469
28,"H2S",2019-01-23 22:00:00,2,18470
28,"H2S",2019-01-23 23:00:00,2.5,18471
28,"H2S",2019-01-24 00:00:00,2.2,18472
28,"H2S",2019-01-24 01:00:00,2.3,18473
28,"H2S",2019-01-24 02:00:00,2,18474
28,"H2S",2019-01-24 03:00:00,2,18475
28,"H2S",2019-01-24 04:00:00,2.2,18476
28,"H2S",2019-01-24 05:00:00,2.2,18477
28,"H2S",2019-01-24 06:00:00,2.2,18478
28,"H2S",2019-01-24 07:00:00,2,18479
28,"H2S",2019-01-24 08:00:00,2.3,18480
28,"H2S",2019-01-24 09:00:00,2,18481
28,"H2S",2019-01-24 10:00:00,2.5,18482
28,"H2S",2019-01-24 11:00:00,2.3,18483
28,"H2S",2019-01-24 12:00:00,2,18484
28,"H2S",2019-01-24 13:00:00,2,18485
28,"H2S",2019-01-24 14:00:00,2.3,18486
28,"H2S",2019-01-24 15:00:00,2.2,18487
28,"H2S",2019-01-24 16:00:00,2.5,18488
28,"H2S",2019-01-24 17:00:00,2.2,18489
28,"H2S",2019-01-24 18:00:00,2.3,18490
28,"H2S",2019-01-24 19:00:00,2.3,18491
28,"H2S",2019-01-24 20:00:00,2,18492
28,"H2S",2019-01-24 21:00:00,2.5,18493
28,"H2S",2019-01-24 22:00:00,2.3,18494
28,"H2S",2019-01-24 23:00:00,2,18495
28,"H2S",2019-01-25 00:00:00,2,18496
28,"H2S",2019-01-25 01:00:00,2.2,18497
28,"H2S",2019-01-25 02:00:00,2.5,18498
28,"H2S",2019-01-25 03:00:00,2.3,18499
28,"H2S",2019-01-25 04:00:00,2.5,18500
28,"H2S",2019-01-25 05:00:00,2.3,18501
28,"H2S",2019-01-25 06:00:00,2.5,18502
28,"H2S",2019-01-25 07:00:00,2.7,18503
28,"H2S",2019-01-25 08:00:00,3.5,18504
28,"H2S",2019-01-25 09:00:00,3.5,18505
28,"H2S",2019-01-25 10:00:00,3.5,18506
28,"H2S",2019-01-25 11:00:00,2.7,18507
28,"H2S",2019-01-25 12:00:00,2.7,18508
28,"H2S",2019-01-25 13:00:00,2.7,18509
28,"H2S",2019-01-25 14:00:00,2.8,18510
28,"H2S",2019-01-25 15:00:00,2.2,18511
28,"H2S",2019-01-25 16:00:00,2.2,18512
28,"H2S",2019-01-25 17:00:00,2.2,18513
28,"H2S",2019-01-25 18:00:00,2.5,18514
28,"H2S",2019-01-25 19:00:00,2.2,18515
28,"H2S",2019-01-25 20:00:00,2.5,18516
28,"H2S",2019-01-25 21:00:00,2.3,18517
28,"H2S",2019-01-25 22:00:00,2.5,18518
28,"H2S",2019-01-25 23:00:00,2.7,18519
28,"H2S",2019-01-26 00:00:00,2,18520
28,"H2S",2019-01-26 01:00:00,2.3,18521
28,"H2S",2019-01-26 02:00:00,2.2,18522
28,"H2S",2019-01-26 03:00:00,2.3,18523
28,"H2S",2019-01-26 04:00:00,2.2,18524
28,"H2S",2019-01-26 05:00:00,2.3,18525
28,"H2S",2019-01-26 06:00:00,2.2,18526
28,"H2S",2019-01-26 07:00:00,2.2,18527
28,"H2S",2019-01-26 08:00:00,2.3,18528
28,"H2S",2019-01-26 09:00:00,2.5,18529
28,"H2S",2019-01-26 10:00:00,2.2,18530
28,"H2S",2019-01-26 11:00:00,2.5,18531
28,"H2S",2019-01-26 12:00:00,2,18532
28,"H2S",2019-01-26 13:00:00,2,18533
28,"H2S",2019-01-26 14:00:00,2,18534
28,"H2S",2019-01-26 15:00:00,2.2,18535
28,"H2S",2019-01-26 16:00:00,2.2,18536
28,"H2S",2019-01-26 17:00:00,2,18537
28,"H2S",2019-01-26 18:00:00,2.2,18538
28,"H2S",2019-01-26 19:00:00,2.5,18539
28,"H2S",2019-01-26 20:00:00,2.3,18540
28,"H2S",2019-01-26 21:00:00,2.5,18541
28,"H2S",2019-01-26 22:00:00,2.2,18542
28,"H2S",2019-01-26 23:00:00,2,18543
28,"H2S",2019-01-27 00:00:00,2,18544
28,"H2S",2019-01-27 01:00:00,2,18545
28,"H2S",2019-01-27 02:00:00,1.8,18546
28,"H2S",2019-01-27 03:00:00,2.2,18547
28,"H2S",2019-01-27 04:00:00,2,18548
28,"H2S",2019-01-27 05:00:00,2,18549
28,"H2S",2019-01-27 06:00:00,2.3,18550
28,"H2S",2019-01-27 07:00:00,2.2,18551
28,"H2S",2019-01-27 08:00:00,2,18552
28,"H2S",2019-01-27 09:00:00,2,18553
28,"H2S",2019-01-27 10:00:00,2.3,18554
28,"H2S",2019-01-27 11:00:00,2.2,18555
28,"H2S",2019-01-27 12:00:00,2,18556
28,"H2S",2019-01-27 13:00:00,2,18557
28,"H2S",2019-01-27 14:00:00,2,18558
28,"H2S",2019-01-27 15:00:00,2.2,18559
28,"H2S",2019-01-27 16:00:00,2,18560
28,"H2S",2019-01-27 17:00:00,1.8,18561
28,"H2S",2019-01-27 18:00:00,2,18562
28,"H2S",2019-01-27 19:00:00,2,18563
28,"H2S",2019-01-27 20:00:00,2.2,18564
28,"H2S",2019-01-27 21:00:00,1.8,18565
28,"H2S",2019-01-27 22:00:00,2.2,18566
28,"H2S",2019-01-27 23:00:00,1.8,18567
28,"H2S",2019-01-28 00:00:00,2,18568
28,"H2S",2019-01-28 01:00:00,2,18569
28,"H2S",2019-01-28 02:00:00,2.2,18570
28,"H2S",2019-01-28 03:00:00,2.2,18571
28,"H2S",2019-01-28 04:00:00,2,18572
28,"H2S",2019-01-28 05:00:00,1.8,18573
28,"H2S",2019-01-28 06:00:00,2,18574
28,"H2S",2019-01-28 07:00:00,2,18575
28,"H2S",2019-01-28 08:00:00,1.8,18576
28,"H2S",2019-01-28 09:00:00,1.8,18577
28,"H2S",2019-01-28 10:00:00,1.8,18578
28,"H2S",2019-01-28 11:00:00,2,18579
28,"H2S",2019-01-28 12:00:00,2,18580
28,"H2S",2019-01-28 13:00:00,2,18581
28,"H2S",2019-01-28 14:00:00,2.2,18582
28,"H2S",2019-01-28 15:00:00,2,18583
28,"H2S",2019-01-28 16:00:00,2,18584
28,"H2S",2019-01-28 17:00:00,2.3,18585
28,"H2S",2019-01-28 18:00:00,2.2,18586
28,"H2S",2019-01-28 19:00:00,2,18587
28,"H2S",2019-01-28 20:00:00,2.2,18588
28,"H2S",2019-01-28 21:00:00,2.3,18589
28,"H2S",2019-01-28 22:00:00,2.3,18590
28,"H2S",2019-01-28 23:00:00,1.8,18591
28,"H2S",2019-01-29 00:00:00,2.3,18592
28,"H2S",2019-03-04 14:00:00,2.9,19422
28,"H2S",2019-03-04 18:00:00,3.3,19426
28,"H2S",2019-03-04 19:00:00,4.2,19427
28,"H2S",2019-03-04 20:00:00,3.9,19428
28,"H2S",2019-03-04 21:00:00,2.9,19429
28,"H2S",2019-03-04 22:00:00,2.9,19430
28,"H2S",2019-03-04 23:00:00,3.3,19431
28,"H2S",2019-03-05 00:00:00,2.9,19432
28,"H2S",2019-04-10 17:00:00,1.2,20312
28,"H2S",2019-04-10 18:00:00,1.2,20313
28,"H2S",2019-04-10 19:00:00,1.2,20314
28,"H2S",2019-04-10 20:00:00,1.2,20315
28,"H2S",2019-04-10 21:00:00,1.3,20316
28,"H2S",2019-04-10 22:00:00,1.3,20317
28,"H2S",2019-04-10 23:00:00,1.1,20318
28,"H2S",2019-04-11 00:00:00,1.3,20319
28,"H2S",2019-04-11 04:00:00,1.6,20323
28,"H2S",2019-04-11 05:00:00,1.3,20324
28,"H2S",2019-04-11 06:00:00,1.2,20325
28,"H2S",2019-04-11 07:00:00,1.4,20326
28,"H2S",2019-04-11 08:00:00,1.4,20327
28,"H2S",2019-04-11 09:00:00,1.2,20328
28,"H2S",2019-04-11 10:00:00,1.3,20329
28,"H2S",2019-04-11 11:00:00,1.3,20330
28,"H2S",2019-04-11 12:00:00,1.2,20331
28,"H2S",2019-04-11 13:00:00,1.3,20332
28,"H2S",2019-04-11 14:00:00,1.2,20333
28,"H2S",2019-04-11 15:00:00,1.2,20334
28,"H2S",2019-04-11 16:00:00,1.3,20335
28,"H2S",2019-04-11 17:00:00,1.3,20336
28,"H2S",2019-04-11 18:00:00,1.2,20337
28,"H2S",2019-04-11 19:00:00,1.3,20338
28,"H2S",2019-04-11 20:00:00,1.2,20339
28,"H2S",2019-04-11 21:00:00,1.3,20340
28,"H2S",2019-04-11 22:00:00,1.5,20341
28,"H2S",2019-04-11 23:00:00,1.4,20342
28,"H2S",2019-04-12 00:00:00,1.3,20343
28,"H2S",2019-04-12 01:00:00,1.4,20344
28,"H2S",2019-04-12 02:00:00,1.2,20345
28,"H2S",2019-04-12 03:00:00,1.4,20346
28,"H2S",2019-04-12 04:00:00,1.4,20347
28,"H2S",2019-04-12 05:00:00,1.4,20348
28,"H2S",2019-04-12 06:00:00,1.6,20349
28,"H2S",2019-04-12 07:00:00,1.3,20350
28,"H2S",2019-04-12 08:00:00,1.4,20351
28,"H2S",2019-04-12 09:00:00,1.6,20352
28,"H2S",2019-04-12 10:00:00,1.4,20353
28,"H2S",2019-04-12 11:00:00,1.4,20354
28,"H2S",2019-04-12 12:00:00,1.5,20355
28,"H2S",2019-04-12 13:00:00,1.3,20356
28,"H2S",2019-04-12 14:00:00,1.4,20357
28,"H2S",2019-04-12 15:00:00,1.3,20358
28,"H2S",2019-04-12 16:00:00,1.6,20359
28,"H2S",2019-04-12 17:00:00,1.3,20360
28,"H2S",2019-04-12 18:00:00,1.4,20361
28,"H2S",2019-04-12 19:00:00,1.3,20362
28,"H2S",2019-04-12 20:00:00,1.1,20363
28,"H2S",2019-04-12 21:00:00,2.1,20364
28,"H2S",2019-04-12 22:00:00,1.3,20365
28,"H2S",2019-04-12 23:00:00,1.3,20366
28,"H2S",2019-04-13 00:00:00,1.3,20367
28,"H2S",2019-04-13 01:00:00,1.2,20368
28,"H2S",2019-04-13 02:00:00,1.3,20369
28,"H2S",2019-04-13 03:00:00,1.5,20370
28,"H2S",2019-04-13 04:00:00,1.6,20371
28,"H2S",2019-04-13 05:00:00,1.5,20372
28,"H2S",2019-04-13 06:00:00,1.4,20373
28,"H2S",2019-04-13 07:00:00,1.4,20374
28,"H2S",2019-04-13 08:00:00,1.4,20375
28,"H2S",2019-04-13 09:00:00,1.6,20376
28,"H2S",2019-04-13 10:00:00,1.3,20377
28,"H2S",2019-04-13 11:00:00,1.5,20378
28,"H2S",2019-04-13 12:00:00,1.4,20379
28,"H2S",2019-04-13 13:00:00,1.3,20380
28,"H2S",2019-04-13 14:00:00,1.1,20381
28,"H2S",2019-04-13 15:00:00,1.2,20382
28,"H2S",2019-04-13 16:00:00,1.2,20383
28,"H2S",2019-04-13 17:00:00,1.3,20384
28,"H2S",2019-04-13 18:00:00,1.3,20385
28,"H2S",2019-04-13 19:00:00,1.3,20386
28,"H2S",2019-04-13 20:00:00,1.2,20387
28,"H2S",2019-04-13 21:00:00,1.4,20388
28,"H2S",2019-04-13 22:00:00,1.3,20389
28,"H2S",2019-04-13 23:00:00,1.5,20390
28,"H2S",2019-04-14 00:00:00,1.3,20391
28,"H2S",2019-04-14 01:00:00,1.4,20392
28,"H2S",2019-04-14 02:00:00,1.5,20393
28,"H2S",2019-04-14 03:00:00,1.5,20394
28,"H2S",2019-04-14 04:00:00,1.5,20395
28,"H2S",2019-04-14 05:00:00,1.5,20396
28,"H2S",2019-04-14 06:00:00,1.5,20397
28,"H2S",2019-04-14 07:00:00,1.5,20398
28,"H2S",2019-04-14 08:00:00,1.3,20399
28,"H2S",2019-04-14 09:00:00,1.3,20400
28,"H2S",2019-04-14 10:00:00,1.4,20401
28,"H2S",2019-04-14 11:00:00,1.3,20402
28,"H2S",2019-04-14 12:00:00,1.5,20403
28,"H2S",2019-04-14 13:00:00,1.3,20404
28,"H2S",2019-04-14 14:00:00,1.1,20405
28,"H2S",2019-04-14 15:00:00,1.3,20406
28,"H2S",2019-04-14 16:00:00,1.2,20407
28,"H2S",2019-04-14 17:00:00,1.3,20408
28,"H2S",2019-04-14 18:00:00,1.2,20409
28,"H2S",2019-04-14 19:00:00,1.2,20410
28,"H2S",2019-04-14 20:00:00,1.2,20411
28,"H2S",2019-04-14 21:00:00,1.2,20412
28,"H2S",2019-04-14 22:00:00,1.2,20413
28,"H2S",2019-04-14 23:00:00,1.1,20414
28,"H2S",2019-04-15 00:00:00,1.3,20415
28,"H2S",2019-04-15 01:00:00,1.2,20416
28,"H2S",2019-04-15 02:00:00,1.4,20417
28,"H2S",2019-04-15 03:00:00,1.2,20418
28,"H2S",2019-04-15 04:00:00,1.3,20419
28,"H2S",2019-04-15 05:00:00,1.4,20420
28,"H2S",2019-04-15 06:00:00,1.4,20421
28,"H2S",2019-04-15 07:00:00,1.5,20422
28,"H2S",2019-04-15 08:00:00,1.6,20423
28,"H2S",2019-04-15 09:00:00,1.9,20424
28,"H2S",2019-04-15 10:00:00,1.4,20425
28,"H2S",2019-04-15 11:00:00,1.1,20426
28,"H2S",2019-04-15 12:00:00,1.3,20427
28,"H2S",2019-04-15 13:00:00,1.1,20428
28,"H2S",2019-04-15 14:00:00,1.1,20429
28,"H2S",2019-04-15 15:00:00,1.1,20430
28,"H2S",2019-04-15 16:00:00,1.2,20431
28,"H2S",2019-04-15 17:00:00,1.2,20432
28,"H2S",2019-04-15 18:00:00,1.2,20433
28,"H2S",2019-04-15 19:00:00,1.2,20434
28,"H2S",2019-04-15 20:00:00,1.3,20435
28,"H2S",2019-04-15 21:00:00,1.3,20436
28,"H2S",2019-04-15 22:00:00,1.1,20437
28,"H2S",2019-04-15 23:00:00,1.4,20438
28,"H2S",2019-04-16 00:00:00,1.3,20439
28,"H2S",2019-04-16 01:00:00,1.4,20440
28,"H2S",2019-04-16 02:00:00,1.3,20441
28,"H2S",2019-04-16 03:00:00,1.5,20442
28,"H2S",2019-04-16 04:00:00,1.4,20443
28,"H2S",2019-04-16 05:00:00,1.4,20444
28,"H2S",2019-04-16 06:00:00,1.3,20445
28,"H2S",2019-04-16 07:00:00,1.3,20446
28,"H2S",2019-04-16 08:00:00,1.3,20447
28,"H2S",2019-04-16 09:00:00,1.5,20448
28,"H2S",2019-04-16 10:00:00,1.5,20449
28,"H2S",2019-04-16 11:00:00,1.4,20450
28,"H2S",2019-04-16 12:00:00,1.4,20451
28,"H2S",2019-04-16 13:00:00,1.2,20452
28,"H2S",2019-04-16 14:00:00,1.1,20453
28,"H2S",2019-04-16 15:00:00,1.2,20454
28,"H2S",2019-04-16 16:00:00,1.2,20455
28,"H2S",2019-04-16 17:00:00,1.5,20456
28,"H2S",2019-04-16 18:00:00,1.4,20457
28,"H2S",2019-04-16 19:00:00,1.2,20458
28,"H2S",2019-04-16 20:00:00,1.3,20459
28,"H2S",2019-04-16 21:00:00,1.3,20460
28,"H2S",2019-04-16 22:00:00,1.4,20461
28,"H2S",2019-04-16 23:00:00,1.3,20462
28,"H2S",2019-04-17 00:00:00,1.3,20463
28,"H2S",2019-04-17 01:00:00,1.3,20464
28,"H2S",2019-04-17 02:00:00,1.2,20465
28,"H2S",2019-04-17 03:00:00,1.4,20466
28,"H2S",2019-04-17 04:00:00,1.3,20467
28,"H2S",2019-04-17 05:00:00,1.2,20468
28,"H2S",2019-04-17 06:00:00,1.4,20469
28,"H2S",2019-04-17 07:00:00,1.5,20470
28,"H2S",2019-04-17 08:00:00,1.7,20471
28,"H2S",2019-04-17 09:00:00,2,20472
28,"H2S",2019-04-17 10:00:00,1.2,20473
28,"H2S",2019-04-17 11:00:00,1.2,20474
28,"H2S",2019-04-17 12:00:00,1.3,20475
28,"H2S",2019-04-17 13:00:00,1.4,20476
28,"H2S",2019-04-17 14:00:00,1.3,20477
28,"H2S",2019-04-17 15:00:00,1.2,20478
28,"H2S",2019-04-17 16:00:00,1.2,20479
28,"H2S",2019-04-17 17:00:00,1.2,20480
28,"H2S",2019-04-17 18:00:00,1.2,20481
28,"H2S",2019-04-17 19:00:00,1.3,20482
28,"H2S",2019-04-17 20:00:00,1.4,20483
28,"H2S",2019-04-17 21:00:00,1.2,20484
28,"H2S",2019-04-17 22:00:00,1.3,20485
28,"H2S",2019-04-17 23:00:00,1.4,20486
28,"H2S",2019-04-18 00:00:00,1.3,20487
28,"H2S",2019-04-18 01:00:00,1.5,20488
28,"H2S",2019-04-18 02:00:00,1.2,20489
28,"H2S",2019-04-18 03:00:00,1.2,20490
28,"H2S",2019-04-18 04:00:00,1.3,20491
28,"H2S",2019-04-18 05:00:00,1.3,20492
28,"H2S",2019-04-18 06:00:00,1.1,20493
28,"H2S",2019-04-18 07:00:00,1.2,20494
28,"H2S",2019-04-18 08:00:00,1.4,20495
28,"H2S",2019-04-18 09:00:00,1.3,20496
28,"H2S",2019-04-18 10:00:00,1.4,20497
28,"H2S",2019-04-18 11:00:00,1.3,20498
28,"H2S",2019-04-18 12:00:00,1.3,20499
28,"H2S",2019-04-18 13:00:00,1.2,20500
28,"H2S",2019-04-18 14:00:00,1.4,20501
28,"H2S",2019-04-18 15:00:00,1.4,20502
28,"H2S",2019-04-18 16:00:00,1.2,20503
28,"H2S",2019-04-18 17:00:00,1.2,20504
28,"H2S",2019-04-18 18:00:00,1.5,20505
28,"H2S",2019-04-18 19:00:00,1.2,20506
28,"H2S",2019-04-18 20:00:00,1.2,20507
28,"H2S",2019-04-18 21:00:00,1.4,20508
28,"H2S",2019-04-18 22:00:00,1.3,20509
28,"H2S",2019-04-18 23:00:00,1.3,20510
28,"H2S",2019-04-19 00:00:00,1.2,20511
28,"H2S",2019-04-19 01:00:00,1.2,20512
28,"H2S",2019-04-19 02:00:00,1.3,20513
28,"H2S",2019-04-19 03:00:00,1.3,20514
28,"H2S",2019-04-19 04:00:00,1.3,20515
28,"H2S",2019-04-19 05:00:00,1.2,20516
28,"H2S",2019-04-19 06:00:00,1.2,20517
28,"H2S",2019-04-19 07:00:00,1.2,20518
28,"H2S",2019-04-19 08:00:00,1.5,20519
28,"H2S",2019-04-19 09:00:00,1.4,20520
28,"H2S",2019-04-19 10:00:00,1.4,20521
28,"H2S",2019-04-19 11:00:00,1.3,20522
28,"H2S",2019-04-19 12:00:00,1.4,20523
28,"H2S",2019-04-19 13:00:00,1.3,20524
28,"H2S",2019-04-19 14:00:00,1.3,20525
28,"H2S",2019-04-19 15:00:00,1.3,20526
28,"H2S",2019-04-19 16:00:00,1.4,20527
28,"H2S",2019-04-19 17:00:00,1.2,20528
28,"H2S",2019-04-19 18:00:00,1.3,20529
28,"H2S",2019-04-19 19:00:00,1.2,20530
28,"H2S",2019-04-19 20:00:00,1.4,20531
28,"H2S",2019-04-19 21:00:00,1.3,20532
28,"H2S",2019-04-19 22:00:00,1.3,20533
28,"H2S",2019-04-19 23:00:00,1.3,20534
28,"H2S",2019-04-20 00:00:00,1.4,20535
28,"H2S",2019-04-20 01:00:00,1.4,20536
28,"H2S",2019-04-20 02:00:00,1.4,20537
28,"H2S",2019-04-20 03:00:00,1.2,20538
28,"H2S",2019-04-20 04:00:00,1.3,20539
28,"H2S",2019-04-20 05:00:00,1.2,20540
28,"H2S",2019-04-20 06:00:00,1.4,20541
28,"H2S",2019-04-20 07:00:00,1.3,20542
28,"H2S",2019-04-20 08:00:00,1.3,20543
28,"H2S",2019-04-20 09:00:00,1.2,20544
28,"H2S",2019-04-20 10:00:00,1.5,20545
28,"H2S",2019-04-20 11:00:00,1.2,20546
28,"H2S",2019-04-20 12:00:00,1.5,20547
28,"H2S",2019-04-20 13:00:00,1.5,20548
28,"H2S",2019-04-20 14:00:00,1.4,20549
28,"H2S",2019-04-20 15:00:00,1.4,20550
28,"H2S",2019-04-20 16:00:00,1.6,20551
28,"H2S",2019-04-20 17:00:00,1.5,20552
28,"H2S",2019-04-20 18:00:00,1.5,20553
28,"H2S",2019-04-20 19:00:00,1.6,20554
28,"H2S",2019-04-20 20:00:00,1.9,20555
28,"H2S",2019-04-20 21:00:00,1.7,20556
28,"H2S",2019-04-20 22:00:00,1.4,20557
28,"H2S",2019-04-20 23:00:00,1.7,20558
28,"H2S",2019-04-21 00:00:00,1.5,20559
28,"H2S",2019-04-21 01:00:00,1.8,20560
28,"H2S",2019-04-21 02:00:00,1.4,20561
28,"H2S",2019-04-21 03:00:00,1.8,20562
28,"H2S",2019-04-21 04:00:00,1.6,20563
28,"H2S",2019-04-21 05:00:00,1.4,20564
28,"H2S",2019-04-21 06:00:00,1.6,20565
28,"H2S",2019-04-21 07:00:00,1.4,20566
28,"H2S",2019-04-21 08:00:00,1.7,20567
28,"H2S",2019-04-21 09:00:00,1.8,20568
28,"H2S",2019-04-21 10:00:00,1.3,20569
28,"H2S",2019-04-21 11:00:00,1.4,20570
28,"H2S",2019-04-21 12:00:00,1.6,20571
28,"H2S",2019-04-21 13:00:00,1.7,20572
28,"H2S",2019-04-21 14:00:00,1.5,20573
28,"H2S",2019-04-21 15:00:00,1.7,20574
28,"H2S",2019-04-21 16:00:00,1.4,20575
28,"H2S",2019-04-21 17:00:00,1.5,20576
28,"H2S",2019-04-21 18:00:00,1.4,20577
28,"H2S",2019-04-21 19:00:00,1.3,20578
28,"H2S",2019-04-21 20:00:00,1.7,20579
28,"H2S",2019-04-21 21:00:00,1.4,20580
28,"H2S",2019-04-21 22:00:00,1.4,20581
28,"H2S",2019-04-21 23:00:00,1.5,20582
28,"H2S",2019-04-22 00:00:00,1.3,20583
28,"H2S",2019-04-22 01:00:00,1.4,20584
28,"H2S",2019-04-22 02:00:00,1.8,20585
28,"H2S",2019-04-22 03:00:00,1.6,20586
28,"H2S",2019-04-22 04:00:00,1.5,20587
28,"H2S",2019-04-22 05:00:00,1.4,20588
28,"H2S",2019-04-22 06:00:00,1.8,20589
28,"H2S",2019-04-22 07:00:00,1.6,20590
28,"H2S",2019-04-22 08:00:00,1.7,20591
28,"H2S",2019-04-22 09:00:00,1.7,20592
28,"H2S",2019-04-22 10:00:00,1.4,20593
28,"H2S",2019-04-22 11:00:00,1.6,20594
28,"H2S",2019-04-22 12:00:00,1.4,20595
28,"H2S",2019-04-22 13:00:00,1.6,20596
28,"H2S",2019-04-22 14:00:00,1.6,20597
28,"H2S",2019-04-22 15:00:00,1.4,20598
28,"H2S",2019-04-22 16:00:00,1.5,20599
28,"H2S",2019-04-22 17:00:00,1.5,20600
28,"H2S",2019-04-22 18:00:00,1.3,20601
28,"H2S",2019-04-22 19:00:00,1.8,20602
28,"H2S",2019-04-22 20:00:00,1.5,20603
28,"H2S",2019-04-22 21:00:00,1.7,20604
28,"H2S",2019-04-22 22:00:00,1.6,20605
28,"H2S",2019-04-22 23:00:00,3.9,20606
28,"H2S",2019-04-23 00:00:00,1.5,20607
28,"H2S",2019-04-23 01:00:00,1.8,20608
28,"H2S",2019-04-23 02:00:00,1.6,20609
28,"H2S",2019-04-23 03:00:00,1.7,20610
28,"H2S",2019-04-23 04:00:00,1.6,20611
28,"H2S",2019-04-23 05:00:00,2.1,20612
28,"H2S",2019-04-23 06:00:00,1.9,20613
28,"H2S",2019-04-23 07:00:00,2.8,20614
28,"H2S",2019-04-23 08:00:00,3.9,20615
28,"H2S",2019-04-23 09:00:00,2.8,20616
28,"H2S",2019-04-23 10:00:00,2.6,20617
28,"H2S",2019-04-23 11:00:00,1.6,20618
28,"H2S",2019-04-23 12:00:00,1.7,20619
28,"H2S",2019-04-23 13:00:00,1.2,20620
28,"H2S",2019-04-23 14:00:00,1.6,20621
28,"H2S",2019-04-23 15:00:00,1.2,20622
28,"H2S",2019-04-23 16:00:00,1.5,20623
28,"H2S",2019-04-23 17:00:00,1.4,20624
28,"H2S",2019-04-23 18:00:00,1.3,20625
28,"H2S",2019-04-23 19:00:00,1.3,20626
28,"H2S",2019-04-23 20:00:00,1.4,20627
28,"H2S",2019-04-23 21:00:00,1.3,20628
28,"H2S",2019-04-23 22:00:00,1.3,20629
28,"H2S",2019-04-23 23:00:00,1.3,20630
28,"H2S",2019-04-24 00:00:00,1.6,20631
28,"H2S",2019-04-24 01:00:00,1.7,20632
28,"H2S",2019-04-24 02:00:00,1.6,20633
28,"H2S",2019-04-24 03:00:00,1.9,20634
28,"H2S",2019-04-24 04:00:00,1.4,20635
28,"H2S",2019-04-24 05:00:00,1.6,20636
28,"H2S",2019-04-24 06:00:00,1.3,20637
28,"H2S",2019-04-24 07:00:00,1.9,20638
28,"H2S",2019-04-24 08:00:00,1.6,20639
28,"H2S",2019-04-24 09:00:00,1.7,20640
28,"H2S",2019-04-24 10:00:00,1.2,20641
28,"H2S",2019-04-24 11:00:00,1.3,20642
28,"H2S",2019-04-24 12:00:00,1.6,20643
28,"H2S",2019-04-24 13:00:00,1.3,20644
28,"H2S",2019-04-24 14:00:00,1.5,20645
28,"H2S",2019-04-24 15:00:00,1.4,20646
28,"H2S",2019-04-24 16:00:00,1.6,20647
28,"H2S",2019-04-24 17:00:00,1.3,20648
28,"H2S",2019-04-24 18:00:00,1.3,20649
28,"H2S",2019-04-24 19:00:00,1.3,20650
28,"H2S",2019-04-24 20:00:00,1.6,20651
28,"H2S",2019-04-24 21:00:00,1.5,20652
28,"H2S",2019-04-24 22:00:00,1.6,20653
28,"H2S",2019-04-24 23:00:00,1.6,20654
28,"H2S",2019-04-25 00:00:00,1.6,20655
28,"H2S",2019-04-25 01:00:00,1.4,20656
28,"H2S",2019-04-25 02:00:00,1.6,20657
28,"H2S",2019-04-25 03:00:00,1.6,20658
28,"H2S",2019-04-25 04:00:00,1.5,20659
28,"H2S",2019-04-25 05:00:00,1.2,20660
28,"H2S",2019-04-25 06:00:00,1.4,20661
28,"H2S",2019-04-25 07:00:00,1.3,20662
28,"H2S",2019-04-25 08:00:00,1.4,20663
28,"H2S",2019-04-25 09:00:00,1.4,20664
28,"H2S",2019-04-25 10:00:00,1.5,20665
28,"H2S",2019-04-25 11:00:00,1.4,20666
28,"H2S",2019-04-25 12:00:00,1.5,20667
28,"H2S",2019-04-25 13:00:00,1.2,20668
28,"H2S",2019-04-25 14:00:00,1.5,20669
28,"H2S",2019-04-25 15:00:00,1.3,20670
28,"H2S",2019-04-25 16:00:00,1.2,20671
28,"H2S",2019-04-25 17:00:00,1.5,20672
28,"H2S",2019-04-25 18:00:00,1.3,20673
28,"H2S",2019-04-25 19:00:00,1.4,20674
28,"H2S",2019-04-25 20:00:00,1.5,20675
28,"H2S",2019-04-25 21:00:00,1.6,20676
28,"H2S",2019-04-25 22:00:00,1.4,20677
28,"H2S",2019-04-25 23:00:00,1.3,20678
28,"H2S",2019-04-26 00:00:00,1.3,20679
28,"H2S",2019-04-26 01:00:00,1.3,20680
28,"H2S",2019-04-26 02:00:00,1.5,20681
28,"H2S",2019-04-26 03:00:00,1.5,20682
28,"H2S",2019-04-26 04:00:00,1.6,20683
28,"H2S",2019-04-26 05:00:00,1.7,20684
28,"H2S",2019-04-26 06:00:00,1.4,20685
28,"H2S",2019-04-26 07:00:00,1.7,20686
28,"H2S",2019-04-26 08:00:00,1.7,20687
28,"H2S",2019-04-26 09:00:00,1.9,20688
